image_name,part_0_x,part_0_y,part_1_x,part_1_y,part_2_x,part_2_y,part_3_x,part_3_y,part_4_x,part_4_y,part_5_x,part_5_y,part_6_x,part_6_y,part_7_x,part_7_y,part_8_x,part_8_y,part_9_x,part_9_y,part_10_x,part_10_y,part_11_x,part_11_y,part_12_x,part_12_y,part_13_x,part_13_y,part_14_x,part_14_y,part_15_x,part_15_y,part_16_x,part_16_y,part_17_x,part_17_y,part_18_x,part_18_y,part_19_x,part_19_y,part_20_x,part_20_y,part_21_x,part_21_y,part_22_x,part_22_y,part_23_x,part_23_y,part_24_x,part_24_y,part_25_x,part_25_y,part_26_x,part_26_y,part_27_x,part_27_y,part_28_x,part_28_y,part_29_x,part_29_y,part_30_x,part_30_y,part_31_x,part_31_y,part_32_x,part_32_y,part_33_x,part_33_y,part_34_x,part_34_y,part_35_x,part_35_y,part_36_x,part_36_y,part_37_x,part_37_y,part_38_x,part_38_y,part_39_x,part_39_y,part_40_x,part_40_y,part_41_x,part_41_y,part_42_x,part_42_y,part_43_x,part_43_y,part_44_x,part_44_y,part_45_x,part_45_y,part_46_x,part_46_y,part_47_x,part_47_y,part_48_x,part_48_y,part_49_x,part_49_y,part_50_x,part_50_y,part_51_x,part_51_y,part_52_x,part_52_y,part_53_x,part_53_y,part_54_x,part_54_y,part_55_x,part_55_y,part_56_x,part_56_y,part_57_x,part_57_y,part_58_x,part_58_y,part_59_x,part_59_y,part_60_x,part_60_y,part_61_x,part_61_y,part_62_x,part_62_y,part_63_x,part_63_y,part_64_x,part_64_y,part_65_x,part_65_y,part_66_x,part_66_y,part_67_x,part_67_y
indoor_012.png,323.165,170.072,323.0,224.429,327.542,287.007,344.888,343.746,374.601,384.752,413.893,414.654,452.452,436.636,504.601,453.639,552.561,451.661,580.474,431.98,596.034,401.132,611.911,370.771,627.361,332.406,638.742,295.417,652.697,258.022,662.031,218.542,660.784,178.53,420.361,115.568,449.609,101.968,485.092,96.0,517.443,105.488,556.637,121.428,605.202,130.756,621.918,116.252,646.811,104.805,668.97,100.309,675.216,114.891,575.81,158.942,580.701,192.433,588.551,225.643,596.053,257.353,540.945,288.884,563.728,291.951,587.607,288.665,601.409,281.216,611.267,271.796,445.17,155.639,471.795,147.198,501.744,149.188,522.98,169.42,500.491,169.684,469.91,168.033,596.62,169.259,617.936,152.033,640.621,152.843,654.044,162.509,640.467,173.395,616.962,170.806,496.238,359.598,526.17,341.637,558.759,332.087,580.447,335.154,597.096,329.677,605.956,339.44,605.406,356.187,600.66,376.458,587.047,393.895,571.168,399.343,552.145,399.98,523.283,387.953,510.045,359.922,557.738,351.708,576.434,350.442,590.942,350.255,597.546,355.89,587.168,369.72,571.494,373.799,553.737,373.059
indoor_013.png,2026.342,1242.702,2020.978,1322.389,2034.163,1379.964,2045.332,1430.719,2057.795,1486.239,2079.826,1541.499,2113.385,1592.043,2159.979,1639.055,2233.245,1656.02,2324.02,1644.111,2407.839,1611.958,2503.269,1575.169,2559.35,1525.023,2581.016,1446.077,2585.042,1379.862,2583.432,1285.923,2586.653,1198.62,2031.772,1159.958,2059.853,1141.295,2098.217,1135.817,2143.294,1135.846,2168.568,1151.58,2253.917,1146.585,2296.92,1134.803,2364.726,1120.0,2424.591,1147.459,2470.345,1202.781,2202.573,1184.675,2201.476,1230.401,2201.971,1273.077,2199.543,1321.62,2170.187,1387.731,2190.97,1392.315,2214.094,1395.206,2245.871,1393.478,2276.703,1390.395,2065.208,1222.438,2089.831,1191.914,2126.341,1194.205,2163.196,1215.075,2128.172,1221.943,2090.268,1226.621,2277.958,1212.638,2317.415,1183.38,2357.007,1180.856,2391.561,1203.09,2357.898,1213.303,2318.282,1212.393,2140.044,1496.145,2176.693,1467.706,2205.873,1453.029,2226.75,1460.75,2248.941,1454.1,2305.602,1465.528,2361.507,1496.11,2307.347,1525.426,2254.213,1536.447,2230.902,1536.442,2205.084,1535.559,2172.484,1525.226,2155.284,1487.607,2205.152,1475.19,2228.191,1476.884,2248.763,1473.438,2346.26,1487.576,2251.332,1505.861,2229.775,1507.33,2205.072,1504.927
indoor_014.png,272.977,148.236,257.207,219.722,240.723,306.001,240.0,387.485,263.226,460.597,306.661,520.51,351.049,573.818,398.146,596.818,431.27,611.126,478.423,604.703,526.85,578.684,568.992,544.807,597.868,503.443,627.545,459.769,650.76,410.609,667.542,361.805,682.142,319.172,374.356,172.114,419.358,174.068,461.002,186.297,504.102,204.558,529.359,231.932,594.818,268.488,625.054,257.81,653.115,254.973,679.62,265.595,694.363,289.99,545.127,274.794,535.402,322.683,528.9,369.204,523.072,420.623,455.985,406.269,479.474,424.5,503.314,438.524,525.357,439.102,541.452,428.282,398.291,223.117,434.429,223.596,461.237,233.696,484.804,265.128,452.484,254.597,423.448,245.685,570.978,288.822,606.738,286.718,627.942,296.448,639.313,313.265,620.316,314.537,596.436,305.563,377.762,453.73,429.001,459.425,467.94,467.422,484.216,480.021,502.144,480.514,520.181,492.089,533.162,502.542,510.305,516.21,486.969,520.484,466.362,517.332,445.069,510.373,414.826,489.195,391.348,461.106,459.093,483.533,476.645,491.312,497.107,492.975,524.529,499.886,497.107,492.975,476.645,491.312,459.093,483.533
indoor_015.png,179.865,241.607,172.759,276.575,170.0,310.601,177.074,347.35,188.972,385.375,211.354,415.306,243.705,439.347,274.823,453.931,309.429,457.784,343.586,450.366,363.55,428.358,386.282,403.218,403.399,378.881,418.071,346.168,429.834,312.916,438.968,277.521,444.317,248.37,229.006,221.967,253.826,214.0,281.989,215.296,305.648,225.586,333.677,242.502,368.032,251.054,391.568,240.438,419.485,235.566,440.128,237.139,436.761,262.791,349.496,260.31,345.674,285.171,341.887,310.951,338.41,334.486,303.115,336.498,316.635,343.424,333.061,348.125,347.503,344.114,359.806,337.963,245.795,243.993,265.936,240.151,285.384,245.807,307.148,260.507,282.604,257.908,262.781,255.37,367.59,264.846,392.537,253.479,410.122,255.943,420.048,265.831,406.638,270.802,389.034,267.153,254.274,374.643,287.625,372.209,311.06,372.994,321.681,380.205,337.155,376.567,353.277,376.209,369.422,375.251,351.37,392.537,334.848,398.262,319.127,398.581,305.485,398.275,282.507,391.505,265.998,373.409,309.043,381.035,321.138,384.747,336.82,382.125,362.525,377.956,336.82,382.125,321.138,384.747,309.043,381.035
indoor_016.png,455.119,621.226,464.763,683.191,480.084,728.419,500.867,769.107,519.869,809.351,542.721,847.253,568.823,878.542,604.08,897.194,644.961,899.522,687.511,887.396,727.121,862.907,769.516,825.616,801.008,792.078,821.353,735.842,825.933,681.715,823.724,616.821,823.879,561.539,445.0,575.84,460.325,555.556,493.358,545.861,522.773,553.518,548.314,576.222,592.299,559.072,619.426,530.868,659.818,509.681,703.085,505.0,735.754,516.448,580.763,593.668,582.183,624.512,583.024,655.518,583.989,687.365,561.088,723.236,576.464,726.055,596.964,725.543,621.309,716.317,641.297,706.579,486.48,621.309,502.079,607.291,526.856,603.258,552.541,617.371,531.305,627.42,506.636,633.675,635.562,596.289,659.043,571.238,683.897,565.083,707.757,575.207,689.59,589.747,665.683,596.37,555.81,798.25,567.556,771.724,585.945,757.062,607.215,754.756,629.766,747.58,662.736,754.357,698.66,760.855,671.34,786.939,644.116,802.164,623.103,807.546,601.716,815.813,580.433,814.246,562.909,795.151,592.685,781.851,613.15,776.695,635.095,770.899,692.005,761.174,637.575,777.515,614.797,784.261,594.139,787.851
indoor_017.png,155.0,270.062,159.925,314.535,168.583,360.687,180.321,405.359,202.494,446.118,227.275,474.812,254.287,498.992,284.664,521.44,318.721,528.145,351.007,521.836,377.172,504.882,400.015,481.367,424.408,454.605,438.507,420.214,443.443,384.382,442.376,343.399,440.733,309.139,190.403,290.473,210.646,280.147,232.897,271.359,260.201,272.383,283.482,277.596,322.512,277.063,343.094,264.363,367.407,255.086,396.161,253.0,413.963,261.577,294.297,299.603,295.871,327.028,297.416,354.448,299.095,382.254,265.426,394.599,282.708,400.142,301.62,403.729,318.296,399.214,335.103,392.551,206.96,303.649,224.827,296.689,241.949,294.168,260.942,303.491,243.253,305.581,225.935,309.619,325.11,296.887,342.767,285.488,358.774,284.642,374.264,289.18,358.964,295.078,343.265,295.675,250.18,436.597,271.721,436.122,289.331,431.191,304.371,436.533,317.949,430.341,345.531,429.973,367.429,426.931,347.078,445.301,322.177,456.045,306.235,458.158,289.17,456.322,274.948,452.249,259.643,438.632,288.982,440.016,304.652,443.126,318.932,438.374,357.814,432.602,318.932,438.374,304.876,443.296,288.982,440.016
indoor_019.png,194.958,204.0,192.238,243.658,195.837,290.375,200.914,333.427,213.247,374.619,232.835,409.364,257.136,446.048,282.544,471.504,318.277,479.987,353.17,476.479,383.351,455.877,410.205,428.282,432.985,392.971,453.215,357.134,466.728,314.988,478.148,277.458,490.99,233.693,207.451,213.632,234.121,213.849,263.129,217.953,285.528,223.976,309.874,232.565,367.252,229.615,391.264,219.754,418.184,215.442,447.575,215.934,470.671,229.99,333.92,255.437,331.816,287.31,329.724,319.428,326.415,351.695,287.757,346.538,306.29,357.77,324.824,367.318,342.234,359.455,359.457,354.026,239.755,237.071,258.454,231.598,279.56,235.585,294.221,251.53,277.002,250.531,256.329,249.13,371.998,254.912,391.438,242.053,412.19,242.069,429.048,248.685,411.869,257.459,390.295,256.344,270.125,389.99,290.686,391.279,308.632,393.105,322.09,397.661,337.911,394.405,356.224,396.377,376.415,400.39,356.096,415.199,337.807,420.831,321.381,420.655,305.45,417.146,288.82,407.025,278.847,392.704,307.33,400.764,322.84,404.555,337.775,404.077,372.967,401.364,337.775,404.077,322.84,404.555,307.33,400.764
indoor_020.png,70.0,292.332,85.978,359.108,106.67,442.248,132.174,524.227,170.879,587.591,220.419,640.665,275.329,686.751,345.149,712.11,415.072,700.013,455.739,681.039,491.441,646.908,522.22,601.67,545.278,556.815,570.101,495.899,588.304,413.976,595.136,343.628,590.716,280.211,118.878,305.308,158.248,281.872,202.699,284.469,246.669,294.941,294.485,316.657,387.621,306.549,437.315,274.369,483.305,246.679,531.807,219.0,574.753,226.314,350.492,372.72,354.818,422.627,358.916,467.076,364.204,508.283,303.536,510.181,332.565,524.228,361.282,537.337,385.853,530.722,410.586,512.709,171.577,361.551,203.614,344.588,246.448,345.938,288.441,368.743,246.677,376.513,202.377,382.091,411.996,361.712,445.408,332.093,485.232,319.01,518.47,328.799,492.908,360.212,447.886,364.719,256.704,564.955,306.255,569.807,333.68,566.902,360.689,571.737,391.088,565.381,426.92,559.18,476.772,545.14,429.904,606.391,398.257,628.13,361.86,635.736,332.214,631.426,300.871,615.508,271.028,570.685,333.764,594.513,360.897,597.525,391.282,594.612,467.095,554.192,391.282,594.612,360.897,597.525,333.764,594.513
indoor_021.png,457.147,234.425,454.0,283.729,457.037,333.688,459.421,378.546,465.755,420.706,474.914,469.475,497.426,509.975,525.236,546.559,569.067,556.011,618.92,556.041,666.443,539.076,713.379,518.675,757.621,498.159,791.549,463.415,805.746,399.399,812.815,345.454,821.069,285.093,473.578,167.347,501.64,160.0,530.424,167.596,553.443,178.457,570.829,196.969,624.313,197.834,658.799,184.872,707.017,187.683,741.03,198.469,771.577,221.905,591.5,232.589,581.769,261.803,571.482,290.936,560.977,321.066,535.936,350.166,552.108,355.383,568.647,358.758,588.224,356.395,606.451,357.745,488.03,222.806,512.246,207.832,538.956,214.382,563.68,237.592,535.265,237.949,508.178,235.047,643.137,246.639,672.496,229.37,698.938,233.787,722.203,251.351,698.612,258.166,670.593,253.48,508.399,422.999,523.144,398.767,546.707,393.187,561.525,400.743,576.251,396.939,610.823,419.652,652.581,438.31,608.939,466.799,574.373,474.225,553.899,472.423,533.254,466.868,514.093,447.425,520.39,426.592,544.344,412.764,559.541,414.171,576.412,415.717,635.754,439.25,576.07,443.872,556.524,442.512,538.744,436.416
indoor_022.png,376.0,261.245,384.419,307.712,400.168,352.316,415.465,391.385,439.597,431.627,469.963,458.312,505.908,468.426,542.746,475.607,580.515,472.872,615.54,467.313,645.437,449.088,661.413,420.45,668.494,388.506,670.837,350.217,673.057,312.235,682.166,279.044,679.077,243.425,418.024,221.596,440.45,198.687,469.408,191.603,502.193,190.278,526.753,202.293,586.111,195.417,608.157,180.303,638.386,177.0,658.943,183.84,668.124,202.283,561.891,234.384,565.944,260.243,570.209,286.032,574.573,312.375,538.678,336.997,555.117,339.442,572.914,338.797,588.346,335.194,602.445,330.043,465.794,248.369,484.264,238.108,504.432,237.259,522.958,249.949,505.476,255.295,484.078,256.018,592.744,243.271,614.062,228.879,633.992,225.96,643.995,233.271,635.646,245.496,616.309,248.339,512.77,393.845,536.732,380.514,558.908,372.586,577.914,376.464,593.845,371.715,607.832,374.982,625.481,384.935,608.393,393.633,595.346,396.464,581.132,398.13,561.087,400.164,539.776,402.133,521.897,392.313,559.649,386.119,578.659,385.963,593.963,384.471,617.585,385.195,593.963,384.471,578.659,385.963,559.649,386.119
indoor_023.png,218.323,81.378,217.978,119.946,217.287,157.933,227.417,199.373,244.663,239.632,267.28,269.101,284.972,288.929,308.638,301.308,334.884,305.222,358.366,303.61,380.468,291.639,400.971,269.994,418.382,248.841,434.847,219.863,445.945,189.867,455.775,158.233,464.308,126.633,238.089,72.923,263.016,66.0,287.553,77.954,307.194,85.744,326.223,99.629,373.53,105.72,395.26,99.325,417.817,97.042,443.005,95.372,463.965,101.395,349.803,124.784,348.622,150.283,348.998,176.742,349.488,202.603,314.394,210.37,327.517,217.277,342.481,222.802,357.126,223.661,371.011,220.669,262.421,103.782,280.312,100.389,300.376,107.246,313.502,124.84,294.691,123.852,271.901,117.763,375.813,132.677,393.629,117.758,413.34,120.956,426.722,128.465,411.586,137.817,391.623,137.828,288.45,244.183,311.02,239.679,327.644,238.674,339.494,243.635,354.417,240.323,369.18,244.109,385.631,252.428,365.705,264.808,349.779,274.95,334.07,273.757,320.164,271.918,307.216,262.291,296.647,246.154,324.906,250.904,337.38,253.01,352.377,251.169,375.733,252.362,352.377,251.169,337.38,253.01,324.906,250.904
indoor_024.png,70.0,247.157,73.225,306.587,82.293,365.518,95.222,424.289,128.665,471.537,166.636,508.962,218.077,543.3,269.955,568.918,314.768,566.071,353.721,557.188,384.164,519.45,405.256,480.1,425.782,432.801,435.828,386.477,444.983,336.268,448.289,290.889,448.461,244.397,130.722,236.807,160.858,216.356,207.569,210.431,248.408,214.371,277.763,226.661,334.514,227.704,362.045,215.601,392.552,205.349,427.809,200.0,446.809,219.039,313.433,256.143,319.144,293.429,323.636,330.364,329.427,369.612,270.727,387.658,293.918,395.615,319.165,396.814,340.133,386.477,352.834,372.005,174.712,255.26,198.751,243.614,225.685,243.282,253.174,261.022,225.19,262.841,197.262,264.73,342.957,254.052,370.124,232.951,389.752,231.456,410.39,241.593,392.106,252.481,369.452,252.489,237.834,452.458,272.577,435.152,300.381,431.754,315.141,439.778,337.433,430.721,359.039,435.09,383.36,442.167,359.159,462.833,338.914,478.755,317.658,483.036,299.025,482.669,270.415,471.991,249.793,452.329,298.833,450.168,315.745,450.417,338.372,446.984,369.901,443.331,338.372,446.984,315.745,450.417,298.833,450.168
